fy,page,subject,priority,state,figures,figures_reversed,read_by,heading,answers,document
2012,76,debt,3,read,246,1,debt-repayment-detail-refused,TOWN OF LUNENBURG DEBT REPAYMENT SCHEDULE AS OF JUNE 30 2012,"IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2012,77,debt,3,read,89,1,debt-repayment-detail-refused,FISCAL YEAR,"IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2011,75,debt,3,read,12,14,"debt, outstanding-debt",FIVE YEARS OUTSTANDING DEBT (1),"IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,76,debt,3,read,269,1,debt-repayment-detail-refused,TOWN OF LUNENBURG DEBT REPAYMENT SCHEDULE AS OF JUNE 30 2011,"IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,77,debt,3,read,51,0,"debt-repayment, debt-repayment-detail-refused",TOWN OF LUNENBURG DEBT REPAYMENT SCHEDULE AS OF JUNE 30 2011,"IT HAD NO ENTRY AT ALL and fell through to 99, so 34 unread pages — the second-largest block here — were sorting below `unknown`. The reason to rank it high is one line of `model/finance.py`: `excluded_debt=2_199_352.52`, a figure TYPED INTO THE MODEL, and debt-excluded borrowing is a real component of the levy the town raises. The repayment schedules state principal and interest BY YEAR and BY BORROWING, which makes debt service the one large expense that is knowable years ahead rather than projected — rule 3’s ""set by contract"" category, of which this project currently derives none. Two printed tables wear this label: the repayment schedule and the five-year outstanding statement; they are different grains and must not be summed together.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2025,31,trust-and-stabilization,4,read,61,0,"trust-fund-balances, trust-funds",School Prize Fund,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2025,36,trust-and-stabilization,4,unread,433,0,,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2025,37,trust-and-stabilization,4,read,42,16,"debt, outstanding-debt, stabilization-balances",TRUST & STABILIZATION FUNDS HELD BY OTHER BANKS,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2024,29,trust-and-stabilization,4,read,63,0,"trust-fund-balances, trust-funds",Total Expendable Trust Fund Balance,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2024,34,trust-and-stabilization,4,read,366,0,stabilization-balances,ACCOUNTING METHOD: BOOK VALUE,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2024,35,trust-and-stabilization,4,read,25,0,stabilization-balances,Page 1 of 1,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2023,49,trust-and-stabilization,4,read,31,0,trust-funds,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2023,50,trust-and-stabilization,4,unread,301,0,,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2023,51,trust-and-stabilization,4,unread,39,0,,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2023,164,trust-and-stabilization,4,read,29,0,appropriations,INFRA21-03,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2022,41,trust-and-stabilization,4,unread,292,0,,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2022,42,trust-and-stabilization,4,read,322,0,stabilization-balances,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2022,43,trust-and-stabilization,4,read,41,0,stabilization-balances,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2021,40,trust-and-stabilization,4,unread,236,0,,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,41,trust-and-stabilization,4,read,205,0,stabilization-balances,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2020,40,trust-and-stabilization,4,read,320,0,trust-funds,($454.83),"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,41,trust-and-stabilization,4,read,188,0,"stabilization-balances, trust-funds",TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2019,36,trust-and-stabilization,4,read,131,2,"appropriations, special-revenue-read",Historical Commission,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,45,trust-and-stabilization,4,read,168,0,trust-funds,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,46,trust-and-stabilization,4,read,139,0,"stabilization-balances, trust-funds",TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2019,47,trust-and-stabilization,4,read,31,0,"stabilization-balances, trust-funds",TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2018,44,trust-and-stabilization,4,unread,170,0,,Page 1 of 3,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2018,45,trust-and-stabilization,4,read,153,0,stabilization-balances,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2018,46,trust-and-stabilization,4,read,39,0,"stabilization-balances, trust-funds",TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2017,37,trust-and-stabilization,4,read,196,0,trust-funds,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,38,trust-and-stabilization,4,read,149,0,"stabilization-balances, trust-funds",TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2017,39,trust-and-stabilization,4,read,33,0,stabilization-balances,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2016,41,trust-and-stabilization,4,read,178,0,"stabilization-balances, trust-funds",SCHOLARSHIP FUNDS,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2016,42,trust-and-stabilization,4,read,32,0,"stabilization-balances, trust-funds",TRUST FUNDS HELD BY OTHER BANKS,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2015,38,trust-and-stabilization,4,read,190,0,trust-funds,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,39,trust-and-stabilization,4,read,191,0,"stabilization-balances, trust-funds",TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2014,37,trust-and-stabilization,4,read,216,0,trust-funds,TRUST FUNDS,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2014,38,trust-and-stabilization,4,read,170,0,"stabilization-balances, trust-funds",TRUST FUNDS,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2013,78,trust-and-stabilization,4,read,214,0,trust-funds,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2013,79,trust-and-stabilization,4,read,155,0,"stabilization-balances, trust-funds",TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2012,73,trust-and-stabilization,4,read,217,0,trust-funds,TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2012,74,trust-and-stabilization,4,read,120,0,"stabilization-balances, trust-funds",TOWN OF LUNENBURG,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2011,73,trust-and-stabilization,4,read,223,0,trust-funds,TRUST FUNDS,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,74,trust-and-stabilization,4,read,179,0,"stabilization-balances, trust-funds",TRUST FUNDS,"The thread already being worked. Sixteen pages remain, and they are the years where the general Stabilization Fund is still missing from the series on /analysis/stabilization-funds.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2025,41,tax-collection,5,read,29,0,tax-collection,OTHER EXCISE TAXES,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2023,25,tax-collection,5,read,29,4,annual-report-receipts,FY 2023 RECEIPTS - JUNE 2023,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2023,46,tax-collection,5,read,15,0,signatures,"To be more inclusive of Lunenburg's tax-payers, we are plann","Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2022,26,tax-collection,5,read,110,0,"annual-report-receipts, revenue-history",FORM OF INTENT-BUSINESS,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2021,25,tax-collection,5,read,95,0,annual-report-receipts,FORM OF INTENT-BUSINESS,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2020,24,tax-collection,5,read,99,1,annual-report-receipts,DOG FINES,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2019,30,tax-collection,5,read,86,0,annual-report-receipts,FY 2019 RECEIPTS - JUNE 2019,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4126-fy-2019-annual-town-report.tsv
2018,28,tax-collection,5,read,112,0,"annual-report-receipts, revenue-history",DOG FINES,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4125-fy-2018-annual-town-report.tsv
2017,22,tax-collection,5,read,112,0,"annual-report-receipts, revenue-history",FORM OF INTENT-BUSINESS,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4124-fy-2017-annual-town-report.tsv
2016,23,tax-collection,5,read,55,0,annual-report-receipts,FY 2016 RECEIPTS - JUNE 2016,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4123-fy-2016-annual-town-report.tsv
2015,22,tax-collection,5,read,108,0,"annual-report-receipts, revenue-history",DOG FINES,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2015,45,tax-collection,5,read,83,0,tax-collection,OTHER EXCISE TAXES,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4121-fy-2015-annual-town-report.tsv
2014,22,tax-collection,5,read,109,0,"annual-report-receipts, revenue-history",FY 2014 RECEIPTS - JUNE 2014,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2014,43,tax-collection,5,read,131,0,tax-collection,TOWN OF LUNENBURG,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2014,44,tax-collection,5,read,79,3,tax-collection,COMMITTMENTS,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4120-fy-2014-annual-town-report.tsv
2013,63,tax-collection,5,read,101,0,annual-report-receipts,RECORDING FEES,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2013,83,tax-collection,5,unread,123,11,,TOWN OF LUNENBURG,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4119-fy-2013-annual-town-report.tsv
2012,58,tax-collection,5,read,100,0,annual-report-receipts,WETLANDS ADVERTISING FEE,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2012,78,tax-collection,5,unread,115,4,,FORWARD,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4118-fy-2012-annual-town-report.tsv
2011,58,tax-collection,5,read,100,0,annual-report-receipts,CEMETERY WEEKEND BURIAL,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2011,78,tax-collection,5,unread,72,5,,TOWN OF LUNENBURG,"Collections and liens by year. Supports the same reports as receivables and is the series behind ""what the town actually took in"" as against what it committed.",sources/town-budget/ocr/4117-fy-2011-annual-town-report.tsv
2025,177,payroll,6,read,98,0,gross-wages,2025 GROSS WAGES,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4130-fy-2025-annual-town-report.tsv
2024,143,payroll,6,read,30,1,appropriations,Health & Sanitation,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2024,187,payroll,6,read,68,0,gross-wages,2024 GROSS WAGES,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2024,192,payroll,6,read,23,0,gross-wages,2024 GROSS WAGES,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2024,193,payroll,6,read,15,0,gross-wages,2024 GROSS WAGES,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4132-fy-2024-annual-town-report.tsv
2023,165,payroll,6,read,29,0,"appropriations, officials, table-corrections",Reserve Fund,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2023,166,payroll,6,read,26,0,"appropriations, officials",Police Lock Up,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4131-fy-2023-annual-town-report.tsv
2022,147,payroll,6,read,30,0,"appropriations, table-corrections",Reserve Fund,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2022,148,payroll,6,read,30,0,"appropriations, table-corrections",Police/Fire Medical Expenses,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2022,152,payroll,6,read,159,0,salary-schedule,"Article 21: Amendment to the Salary Schedule in Chapter 70, ","Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2022,188,payroll,6,read,49,0,gross-wages,Calendar Year 2022 Gross Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2022,192,payroll,6,read,23,0,gross-wages,Calendar Year 2022 Gross Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4129-fy-2022-annual-town-report.tsv
2021,141,payroll,6,read,35,0,appropriations,Annual Town Audit,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,142,payroll,6,read,33,0,appropriations,Building Inspector,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,162,payroll,6,read,94,0,gross-wages,Calendar Year 2021 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,163,payroll,6,read,93,0,gross-wages,Calendar Year 2021 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,164,payroll,6,read,94,0,gross-wages,Calendar Year 2021 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,165,payroll,6,read,94,0,gross-wages,Calendar Year 2021 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,166,payroll,6,read,94,0,gross-wages,Calendar Year 2021 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,167,payroll,6,read,94,0,gross-wages,Calendar Year 2021 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2021,168,payroll,6,read,47,0,gross-wages,Calendar Year 2021 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4128-fy-2021-annual-town-report.tsv
2020,75,payroll,6,read,17,0,"peg-access, peg-access-fund, peg-access-printed-totals",FY20 Line Item Expenses by Percentage,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,152,payroll,6,read,24,0,appropriations,"ANNUAL TOWN MEETING - JUNE 13, 2020","Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,208,payroll,6,read,90,0,gross-wages,Calendar Year 2020 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,209,payroll,6,read,90,0,gross-wages,Calendar Year 2020 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,210,payroll,6,read,90,0,gross-wages,Calendar Year 2020 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,211,payroll,6,read,90,0,gross-wages,Calendar Year 2020 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,212,payroll,6,read,89,0,gross-wages,Calendar Year 2020 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,213,payroll,6,read,90,0,gross-wages,Calendar Year 2020 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
2020,214,payroll,6,read,30,0,gross-wages,Calendar Year 2020 Wages,"Gross wages by name already exist for fifteen years; these are the pages that extract did not reach. It bounds ""Whether a budgeted position was filled"" without settling it — a roster carries no FTE and no funding source.",sources/town-budget/ocr/4127-fy-2020-annual-town-report.tsv
