path,source_type,basis,ledger_at,ledger_why,ledger_evidence,actual_at,actual_why,actual_evidence,budget_at,budget_why,budget_evidence,hidden_columns
sources/town-budget/text/a117-fiscal-year-2013-appendix-documents-1-4-pdf.txt,restatement,both,,,,1588,repeated Actual columns [wrapped],Actual FY10 Actual,1,Level Service column [wrapped],===PAGE 1=== 4. LPS Superintendent's Level Service Budget Request 5. Comprehensive Pavement Management Plan,
sources/town-budget/text/a118-fiscal-year-2012-budget-as-appropriated-a-copy-of-the-fiscal-year-2012-budget-as.txt,restatement,both,,,,118,repeated Actual columns [wrapped],Actual FY2009 Actual,19,Recommended column [wrapped],"Budgets a reasonable level given the current economic times and in recognition for an increased demand for services. In addition, $522,765 has been set aside to fund the FY2012 Capital Improvement Pla",
sources/town-budget/text/a119-fiscal-year-2013-appendix-document-5-comprehensive-pavement-management-system-pd.txt,forward,budget,,,,,,,21,Budgeted column [wrapped],"the cost of reconstruction at approximately $700,000 per road mile. With 100 miles of road, this asset has a value of about $70 million. Unfortunately, the Town's financial resources for maintenance a",
sources/town-budget/text/a120-5-year-financial-forecast-16-20-pdf.txt,forward,budget,,,,,,,702,Budgeted column [wrapped],"7. Local Receipts: Solar Net Metering Credits. +S120k 8. Local Receipts: Local Options Meals Tax, +2.5% 9. Available Funds: are budgeted as needed (Free Cash; Borrowing) & as required",
sources/town-budget/text/a135-fy25-budget-message-and-proposal-for-bos-and-fc.txt,restatement,both,,,,485,repeated Actual columns [wrapped],Available Funds (Reserves and Other Financing Sources) FY2022  FY2023  FY2024  FY2025 Actual Actual Estimated Estimated,71,FY__ BUDGET column [wrapped],"Outreach Assistant position, and added salary funding for recreational programming. The FY24 budget did not include funding for an additional Police Officer due to the financial impact of the",
sources/town-budget/text/a136-fy25-preliminary-budget-presentation-to-fincomm-and-sb-2-15-24.txt,restatement,both,,,,290,repeated Actual columns [wrapped],fiscal year estimates. FY2022  FY2023  FY2024  FY2025 Actual Actual Estimated Estimated,405,Level Service column [wrapped],"and adds a new line item for repairs and maintenance not covered by the incoming revenue for the TCP Building in the amount of $30,000. Overall increase of $50K • DPW- Includes level service increases",
sources/town-budget/text/a137-fy25-town-manager-s-line-item-detail-and-revenue-expense-worksheet-2-13-24.txt,forward,budget,,,,,,,7,Requested column [wrapped],FY24 Final Budget After Pro Forma Recap FY25 TM Target Budget  FY25 Requested Budget  FY25 TM Prelim.,
sources/town-budget/text/a138-fy25-town-manager-s-preliminary-budget-recommendation-pdf.txt,forward,budget,,,,,,,1,FINAL BUDGET column [wrapped],===PAGE 1=== 2/13/2024 Town Manager Preliminary Budget Recommendation FY23 FINAL BUDGET  FY24 FINAL BUDGET,
sources/town-budget/text/a157-2024-may-annual-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,125,Recommended column [wrapped],RECOMMEND APPROVAL:  The board voted to recommend passage by Town Meeting. NOT RECOMMENDED:   The board voted to not recommend passage by Town Meeting.,
sources/town-budget/text/a161-2024-november-special-town-meeting-warrant-booklet-pdf.txt,forward,budget,,,,,,,74,Recommended column [wrapped],other benefits and to develop a plan to set that money aside to cover this promise. RECOMMEND APPROVAL: The board voted to recommend passage by Town Meeting. NOT RECOMMENDED: The board voted to not re,
sources/town-budget/text/a162-2015-may-annual-town-meeting-booklet-pdf.txt,restatement,both,,,,109,budget and actual schedule [wrapped]," DPW:  $9,849.40 increase in the vehicle maintenance account;  Library:  $14,250.60 increase to cover increased energy costs and materials;  Snow and Ice Removal Account:  $15,000 increase to parti",94,Level Service column [wrapped],"amount.  Unfortunately, early projections of revenue fell short of these targets.  This required the Town Manager to recommend a balanced budget that does not fully fund these target amounts.  The net",
sources/town-budget/text/a163-2016-may-annual-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,98,Budgeted column [wrapped],"In breaking down the revenue to the Town, 67% comes from real estate property taxes and 33% comes from other sources such as State Aid, motor vehicle excise or meal taxes, betterments and other fees. ",
sources/town-budget/text/a164-2015-november-special-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,426,Proposed column [wrapped],"Subsection B. In the event the Chief of Police determines that disciplinary action should be instituted against a licensed pawnbroker or buyer, the Chief of Police shall cause to be served upon the li",
sources/town-budget/text/a165-2016-november-special-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,116,Proposed column [wrapped],ARTICLE 8. To see if the Town will vote to amend Article XV of the Town’s Bylaw entitled “Salary Administration Plan” of the Town of Lunenburg as follows: to replace the Fiscal Year 2017 Salary Admini,
sources/town-budget/text/a166-2017-november-special-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,229,Proposed column [wrapped],"or all aspects of these plans. Applicants must pay review fees before the review process may begin. (6) Actions. The SPA's action, rendered in writing, shall consist of either: (a) Approval of the sto",
sources/town-budget/text/a167-2019-november-special-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,259,Proposed column [wrapped],"The sorting or separation of earth materials into distinct categories based on particle size or type usually through the use of a screening process, not including stone crushing. PROPOSED FILL MATERIA",
sources/town-budget/text/a168-2021-november-special-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,160,Recommended column [wrapped],RECOMMEND APPROVAL:  The board voted to recommend passage by Town Meeting. NOT RECOMMENDED:   The board voted to not recommend passage by Town Meeting.,
sources/town-budget/text/a170-2022-may-annual-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,129,Recommended column [wrapped],RECOMMEND APPROVAL:  The board voted to recommend passage by Town Meeting. NOT RECOMMENDED:   The board voted to not recommend passage by Town Meeting.,
sources/town-budget/text/a171-2022-november-special-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,67,Recommended column [wrapped],RECOMMEND APPROVAL: The board voted to recommend passage by Town Meeting. NOT RECOMMENDED: The board voted to not recommend passage by Town Meeting.,
sources/town-budget/text/a172-2023-may-annual-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,131,Recommended column [wrapped],RECOMMEND APPROVAL:  The board voted to recommend passage by Town Meeting. NOT RECOMMENDED:   The board voted to not recommend passage by Town Meeting.,
sources/town-budget/text/a173-2023-november-special-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,76,Recommended column [wrapped],RECOMMEND APPROVAL: The board voted to recommend passage by Town Meeting. NOT RECOMMENDED: The board voted to not recommend passage by Town Meeting.,
sources/town-budget/text/a181-fy19-fire-department-budget-presentation-pdf.txt,forward,budget,,,,,,,213,Proposed column [wrapped],E T Proposed Budget,
sources/town-budget/text/a182-fy19-capital-plan-presentation-pdf.txt,forward,budget,,,,,,,19,Recommended column [wrapped],"financing req. 1 Ladder 1, Replacement 19L1 (1988) Vehicles 25 $935,000 FD16-15 recommended",
sources/town-budget/text/a183-fy20-land-use-director-symposium-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a184-fy20-school-superintendent-symposium-presentation-pdf.txt,forward,budget,,,,,,,289,FY__ BUDGET column [wrapped],funded  Needs Identified During FY20 Budget Development,
sources/town-budget/text/a185-fy20-town-manager-symposium-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a186-fy24-town-manager-preliminary-budget-line-item-detail-pdf.txt,forward,budget,,,,,,,7,Requested column [wrapped],FY23 Final Budget after Recap FY24 Target Budget  FY24 Requested Budget  FY24 TM Prelim Budget % Inc.  $ Inc.,
sources/town-budget/text/a187-fy24-town-manager-preliminary-budget-message-and-proposal-pdf.txt,restatement,both,,,,526,repeated Actual columns [wrapped],FY2021  FY2022  FY2023  FY2024 Actual Actual Estimate Estimate,142,FY__ BUDGET column [wrapped],"increases in the property tax base.  Another source of funding that will impact the FY24 budget, and budgets for the next few years,",
sources/town-budget/text/a188-fy24-town-manager-preliminary-budget-presentation-pdf.txt,restatement,both,,,,197,repeated Actual columns [wrapped],fiscal year estimates. FY2021  FY2022  FY2023  FY2024 Actual Actual Estimate Estimate,17,FY__ BUDGET column [wrapped],"January • As required by the Town Charter, the Town Manager presents a Preliminary FY24 Budget by mid-February",
sources/town-budget/text/a189-fy24-revenue-expense-worksheet-february-16-2023-pdf.txt,forward,budget,,,,,,,1,FINAL BUDGET column [wrapped],===PAGE 1=== FY22 FINAL BUDGET  FY23 FINAL BUDGET FY24 TM PRELIM.,
sources/town-budget/text/a190-fy19-fy23-financial-forecast-presentation-pdf.txt,restatement,both,,,,266,repeated Actual columns [wrapped],FY2017 FY2018 FY2019 FY2020 FY2021 FY2022 FY2023 Actual  Actual Forecasted Forecasted Forecasted Forecasted Forecasted,243,Budgeted column [wrapped],"Overlay Surplus, Chapter 90 funds, Receipts Reserved for Appropriation •Budgeted as needed to cover appropriate expenses",
sources/town-budget/text/a191-fy20-fy24-financial-forecast-presentation-pdf.txt,restatement,both,,,,353,repeated Actual columns [wrapped],FY2018 FY2019 FY2020 FY2021 FY2022 FY2023 FY2024 Actual Actual Projected Projected Projected Projected Projected,249,Budgeted column [wrapped],Revolving fund to pay for the turf field and MSBA funds reserved for debt service •Budgeted as needed to cover appropriate expenses,
sources/town-budget/text/a192-fy21-fy25-financial-forecast-presentation-pdf.txt,forward,budget,,,,,,,275,Budgeted column [wrapped],Revolving fund to pay for the turf field and MSBA funds reserved for debt service •Budgeted as needed to cover appropriate expenses,
sources/town-budget/text/a193-fy22-fy26-financial-forecast-presentation-pdf.txt,restatement,both,,,,265,repeated Actual columns [wrapped],Receipt Projections vs. Actual for FY20 FY2020  FY2020 Dollar Percent Projection Actual Increase Increase,296,Recommended column [wrapped],Other Available Funds 19 •The FY22 Free Cash amount reflects the recommended amount to be appropriated,
sources/town-budget/text/a194-fy24-composite-project-ranking-by-capital-planning-committee-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a195-fy24-town-manager-capital-plan-presentation-pdf.txt,forward,budget,,,,,,,58,Proposed column [wrapped],on December 28th. • The Town Manager may modify this list of capital projects as part of the proposed budget for the next fiscal,
sources/town-budget/text/a196-fy24-fy33-dpw-equipment-capital-plan-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a197-fy24-fy33-dpw-infrastructure-capital-plan-presentation-pdf.txt,forward,budget,,,,,,,28,Requested column [wrapped],Project Name Northfield Culvert (Kellys Pond) Survey/Design/Permit Useful Life of Requested Asset,
sources/town-budget/text/a198-fy24-fy33-facilities-capital-plan-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a199-fy24-fy33-fire-department-capital-plan-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a200-fy24-fy33-police-department-capital-plan-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a201-fy24-fy33-rating-criteria-used-for-capital-plan-requests-pdf.txt,forward,budget,,,,,,,8,Requested column [wrapped],"other County, State and Federal laws? (Yes=10 Pts, No=0 Pts)  B. Useful Life of Requested Asset (Years)",
sources/town-budget/text/a202-fy18-capital-plan-presentation-pdf.txt,forward,budget,,,,,,,12,Recommended column [wrapped],FY 2018  Funding Priority 1  Recommended,
sources/town-budget/text/a203-fy25-fy34-dpw-capital-request-presentation-pdf.txt,forward,budget,,,,,,,120,Requested column [wrapped],Project Name Northfield Culvert (Kellys Pond) Construction Useful Life of Requested Asset Age of Existing Asset to be Replaced,
sources/town-budget/text/a204-fy25-fy34-fire-dept-capital-plan-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a205-fy25-fy34-capital-plan-requests-by-department-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a206-fy25-fy34-facilities-and-parks-capital-plan-presentation-pdf.txt,forward,budget,,,,,,,145,Proposed column [wrapped],Facilities & Parks – Capital Planning – FY2025 Request 9 This request is to upgrade / replace existing townwide exterior door hardware. The new proposed system will create a master k ey,
sources/town-budget/text/a207-fy25-fy34-lps-capital-plan-presentation-pdf.txt,forward,budget,,,,,,,45,Recommended column [wrapped],Project Number LPS20-04-C The Phase 3 and 4 requests will support more extensive rehabilitation and construction projects recommended from the feasibility study.,
sources/town-budget/text/a208-fy25-fy34-lunenburg-it-capital-plan-presentation-pdf.txt,forward,budget,,,,,,,19,Recommended column [wrapped],"○ To split the project into two phases, the first phase investment would be $36,000 in FY25 ○ The second phase investment would roughly $42,000-$48,000 in FY26 ○ This recommended system does include c",
sources/town-budget/text/a209-fy25-fy34-police-dept-cap-plan-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a210-fy25-fy34-ten-year-capital-plan-by-funding-source-town-manager-recommendation-pd.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a53-fy19-budget-handout-for-annual-town-meeting-xlsx.txt,restatement,both,,,,3,repeated Actual columns,",FY 03 ACTUAL,FY 04 ACTUAL,FY05 BUDGETED,,FY07 PROJECTED,,,,,,,,,,,,,,,,,FY 03 ACTUAL,FY04 ACTUAL,FY05 BUDGETED,FY06 LEVEL FUND,,FY07 PROPOSED,FY07 LEVEL SERV,FY07 CAFO REC,,,FY08 PROP DEPT,FY08 CAFO ",3,Budgeted column,",FY 03 ACTUAL,FY 04 ACTUAL,FY05 BUDGETED,,FY07 PROJECTED,,,,,,,,,,,,,,,,,FY 03 ACTUAL,FY04 ACTUAL,FY05 BUDGETED,FY06 LEVEL FUND,,FY07 PROPOSED,FY07 LEVEL SERV,FY07 CAFO REC,,,FY08 PROP DEPT,FY08 CAFO ",
sources/town-budget/text/a61-2018-may-annual-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,92,Level Service column [wrapped],"The Town Budget to be presented for approval is balanced, consistent with the Town’s fiscal policies, and reflects recognition that future needs must be addressed.  Department Heads have presented ‘le",
sources/town-budget/text/a62-2019-may-annual-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,76,Recommended column [wrapped],RECOMMENDED:  The board voted to recommend passage by Town Meeting.,
sources/town-budget/text/a63-2018-november-special-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,195,Requested column [wrapped],"(3) Where action by the Board of Appeals is required under this bylaw, a written application therefor shall be submitted by delivery or by registered mail (with return receipt requested) to the Clerk ",
sources/town-budget/text/a64-2020-june-annual-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,200,Recommended column [wrapped],RECOMMEND APPROVAL:  The board voted to recommend passage by Town Meeting. NOT RECOMMENDED:   The board voted to not recommend passage by Town Meeting.,
sources/town-budget/text/a65-2020-november-special-town-meeting-booklet-pdf.txt,restatement,both,,,,979,repeated Actual columns [wrapped],"has been released, the applicant must submit a record plan detailing the actual stormwater management system as installed. The SPGA or its agent may inspect the system to confirm its ""as-built"" featur",260,Recommended column [wrapped],RECOMMEND APPROVAL:  The board voted to recommend passage by Town Meeting. NOT RECOMMENDED:   The board voted to not recommend passage by Town Meeting.,
sources/town-budget/text/a66-2021-may-annual-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,279,Recommended column [wrapped],RECOMMEND APPROVAL:  The board voted to recommend passage by Town Meeting. NOT RECOMMENDED:   The board voted to not recommend passage by Town Meeting.,
sources/town-budget/text/a67-2017-may-annual-town-meeting-booklet-pdf.txt,forward,budget,,,,,,,91,Level Service column [wrapped],"The Town Budget to be presented for approval is much the same as it has been in recent years.  Our Department Heads were asked to send a ‘level service’ budget, and requests beyond level service, to t",
sources/town-budget/text/a72-fy23-preliminary-budget-revenue-expense-sheet-pdf.txt,forward,budget,,,,,,,1,FINAL BUDGET column [wrapped],===PAGE 1=== FY21 FINAL BUDGET  FY22 FINAL BUDGET FY23 TARGET,
sources/town-budget/text/a73-fy23-preliminary-budget-message-pdf.txt,restatement,both,,,,444,repeated Actual columns [wrapped],revenue. There is an increase in available funds in FY23 compared to the previous fiscal year FY2020  FY2021  FY2022  FY2023 Actual Actual Estimate Estimate,105,Proposed column [wrapped],Growth estimate and determine whether it can be increased based on additional new building permits or other increases in the property tax base. The largest percentage increase in revenues is State Aid,
sources/town-budget/text/a74-fy23-preliminary-budget-presentation-pdf.txt,restatement,both,,,,216,repeated Actual columns [wrapped],FY2020  FY2021  FY2022  FY2023 Actual Actual Estimate Estimate,17,FY__ BUDGET column [wrapped],"FY27 Five Year Financial Forecast in January • As required by the Town Charter, the Town Manager presents a Preliminary FY23 Budget by mid-February",
sources/town-budget/text/a75-fy23-capital-plan-presentation-pdf.txt,forward,budget,,,,,,,55,Proposed column [wrapped],on January 4th. • The Town Manager may modify this list of capital projects as part of the proposed budget for the next fiscal,
sources/town-budget/text/a76-fiscal-year-2022-budget-message-and-preliminary-budget-recommendation-pdf.txt,restatement,both,,,,452,repeated Actual columns [wrapped],FY2019  FY2020  FY2021  FY2022 Actual Actual Estimate Estimate,81,Proposed column [wrapped],Finance Committee was nearing the completion of their budget presentations from departments that culminates in a public hearing when the shutdown occurred. The entire budget was revamped and the revis,
sources/town-budget/text/a77-fiscal-year-2022-budget-presentation-pdf.txt,restatement,both,,,,228,repeated Actual columns [wrapped],FY2019  FY2020  FY2021  FY2022 Actual Actual Estimate Estimate,18,FY__ BUDGET column [wrapped],"2021 • As required by the Town Charter, the Town Manager presents a Preliminary FY22 Budget by mid-February",
sources/town-budget/text/a78-fiscal-year-2022-capital-plan-presentation-pdf.txt,forward,budget,,,,,,,63,Proposed column [wrapped],"project was removed as it was below the $10,000 threshold. • The Town Manager may modify and/or add to this list of capital projects as part of the proposed budget for the next",
sources/town-budget/text/a79-fiscal-year-2021-revenue-expense-worksheet-may-7-2020-pdf.txt,forward,budget,,,,,,,2,FINAL BUDGET column [wrapped],REVENUES/EXPENDITURES FY2021 BUDGET WORKSHEET FY20 FINAL BUDGET,
sources/town-budget/text/a80-fiscal-year-2021-revised-school-budget-presentation-pdf.txt,forward,budget,,,,,,,1,Recommended column [wrapped],===PAGE 1=== Lunenburg Public Schools FY21 Recommended,
sources/town-budget/text/a81-fiscal-year-2021-capital-plan-presentation-pdf.txt,forward,budget,,,,,,,1,Recommended column [wrapped],===PAGE 1=== Town of Lunenburg FY 2021 T own Manager Recommended,
sources/town-budget/text/a82-fiscal-year-2021-adjustment-worksheet-made-to-budget-due-to-covid-19-pdf.txt,forward,budget,,,,,,,1,Recommended column [wrapped],"===PAGE 1=== Thursday, May 7, 2020 Revenues 43,666,560.75 Per Town Manager's Recommended Budget Pre-COVID-19",
sources/town-budget/text/a83-fiscal-year-2021-budget-message-and-preliminary-budget-proposal-pdf.txt,forward,budget,,,,,,,57,Proposed column [wrapped],balancing the cost to taxpayers and maintaining fiscal sustainability.  The proposed budget is balanced in two respects:  it provides a balanced approach to the needs of,
sources/town-budget/text/a84-fiscal-year-2021-preliminary-budget-presentation-pdf.txt,forward,budget,,,,,,,17,FY__ BUDGET column [wrapped],• Town Manager presented FY21 Capital Plan and FY21-FY25 Five Year Financial Forecast at the end of January 2020 • Town Manager presents a Preliminary FY21 Budget by mid-,
sources/town-budget/text/a85-fiscal-year-2021-town-manager-budget-recommendation-revised-due-to-covid-19-pdf.txt,forward,budget,,,,,,,1,Recommended column [wrapped],===PAGE 1=== Town of Lunenburg FY 2021 T own Manager Recommended,
sources/town-budget/text/a86-fiscal-year-2021-preliminary-budget-line-item-detail-february-11-2020-pdf.txt,forward,budget,,,,,,,3,Requested column [wrapped],Town Manager's FY2021 Budget Recommendation 2/11/20 ` Object Description  FY20 Final Budget  FY21 TM Target Budget  FY21 Requested,
sources/town-budget/text/a87-fy20-preliminary-budget-presentation-pdf.txt,forward,budget,,,,,,,17,FY__ BUDGET column [wrapped],Five Year Financial Forecast at the end of January 2019 • Per the Charter the Town Manager presents a Preliminary FY20 Budget by mid-February,
sources/town-budget/text/a88-fy20-capital-plan-presentation-pdf.txt,forward,budget,,,,,,,31,Proposed column [wrapped],"Manager. • Per the Town Charter, the Town Manager may modify and/or add to this list of capital projects as part of the proposed budget for the next",
sources/town-budget/text/a89-fy20-budget-message-and-proposal-pdf.txt,forward,budget,,,,,,,55,Proposed column [wrapped],cost to taxpayers and maintaining fiscal sustainability.  The proposed budget is balanced in two respects:  it provides a balanced approach to the,
sources/town-budget/text/a90-fy20-line-item-budget-pdf.txt,forward,budget,,,,,,,3,Requested column [wrapped],Town Manager's FY2020 Budget Recommendation 2/12/19 ` Object Description  FY19 Final Budget  FY20 Target  FY20 Above Target  FY20 Requested Budget  FY20 TM,
sources/town-budget/text/a91-fy20-preliminary-budget-revenue-expense-sheet-pdf.txt,forward,budget,,,,,,,3,FINAL BUDGET column [wrapped],FY18 RECAP ADJ. FY19 FINAL BUDGET,
sources/town-budget/text/a98-fy24-public-access-budget-presentation-pdf.txt,restatement,both,,,,80,ACTUALS column [wrapped],Budget FY24 FY22 FY23 FY23 ACTUALS FY23 Estimated ProRated+Adj FY 24 Prop,1,FY__ BUDGET column [wrapped],===PAGE 1=== PACC FY24 Budget Presentation,
sources/town-budget/text/a99-fy24-land-use-budget-presentation-pdf.txt,forward,budget,,,,,,,174,Budgeted column [wrapped],"171-511000 -$11,134.52 Retirement of long-term employee and replacement at lower grade 171-511001 +$1,613.54 Step Increase for employee 171-573000 -$60 Budgeted to match actual cost of membership",
sources/town-budget/text/tax-classification-fy23.txt,forward,budget,,,,,,,87,Proposed column [wrapped],"Allowances for Abatements and Exemption $ 116,041.33 Total amount to be raised $ 50,128,851.65 To calculate a proposed tax rate:",
sources/town-supplementary/text/1352-fy25-snow-and-ice-vendor-agreement.txt,forward,budget,,,,,,,119,Requested column [wrapped],"All vehicle operators shall be allowed a 15-minute paid break every four hours and a 30-minute paid break every eight hours, for a total of 45 minutes every eight hours.  These times cannot be combine",
sources/town-supplementary/text/1416-senior-tax-work-off-record-hours.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/182-w-4-federal-tax-form-pdf.txt,forward,budget,,,,,,,344,Requested column [wrapped],"under a tax treaty, to federal and state agencies to enforce federal nontax criminal laws, or to federal law enforcement and intelligence agencies to combat terrorism. You are not required to provide ",
sources/town-supplementary/text/187-conflict-of-interest-financial-disclosure-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/1982-3-25-2024-presentation-how-can-we-help-you-property-tax-exemptions-amp-assistanc.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/2086-4-14-sex-offender-audits-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/2499-fy25-governor-awards-lunenburg-fd-state-firefighter-safety-grant-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/2504-2-3-25-assessor-conference-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/3358-lunenburg-senior-citizen-property-tax-work-off-program-application-2025-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/344-bencor-financial-wellness-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/3463-bridge-assessment-and-ranking-prepared-for-the-town-of-lunenburg-by-bsc-group-ma.txt,forward,budget,,,,,,,501,Recommended column [wrapped],"2.2.2 RECOMMENDATIONS Due to the inadequate size of the current structure , it is recommended that it be replaced.",
sources/town-supplementary/text/3541-board-of-assessors-code-of-conduct-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/3547-role-of-the-assessing-department.txt,forward,budget,,,,,,,180,Budgeted column [wrapped],– THEY SUBMIT THE TAX RATE RECAPITULATION (RECAP) TO DLS FOR APPROVAL – THE RECAP DISPLAYS THE YEARS BUDGETED,
sources/town-supplementary/text/394-1-40-school-resource-officer-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/4283-fy27-senior-means-tested-application.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/4284-fy27-real-estate-exemption-flyer.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/4285-fy27-senior-means-tested-brochure.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/4306-notice-of-tax-taking-lists.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/442-4-38-reserve-officer-hiring-process-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/443-4-39-reserve-officer-program-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/493-senior-citizen-property-tax-work-off-program-application-form-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/494-senior-tax-work-off-program-brochure-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/783-real-estate-personal-property-tax-actual-billing-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/784-real-estate-tax-preliminary-billing-pfd.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/785-motor-vehicle-excise-tax-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/786-tax-lien-sale-auction-notice-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/787-march-17-2022-tax-lien-sale-auction-registration-form-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/assessors-agenda-11-19-2025.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/health-insurance-rates-2025.txt,narrative,narrative,,,,,,,,,,
sources/town-supplementary/text/town-2026-election-unofficial-results.txt,narrative,narrative,,,,,,,,,,
