fy,doc_date,doc_title,stage,block,direction,conditional_on,printed,position,school,school_printed,fte,amount,consequence,page,doc_text,doc_pdf,sha256,basis
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,THES - Secretary (PT) (.25),Secretary (PT) (.25),turkey-hill,THES,0.25,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,THES - Grade 5 Teacher,Grade 5 Teacher,turkey-hill,THES,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,THES - (0.5) Special Education Teachers,(0.5) Special Education Teachers,turkey-hill,THES,0.5,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,THES - (0.5) MTSS Intervention Teachers,(0.5) MTSS Intervention Teachers,turkey-hill,THES,0.5,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,THES - Music Teacher (reduced 0.2),Music Teacher (reduced 0.2),turkey-hill,THES,0.2,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,THES - Guidance,Guidance,turkey-hill,THES,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,THES - Paraprofessional,Paraprofessional,turkey-hill,THES,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,THES - Paraprofessional,Paraprofessional,turkey-hill,THES,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,THES - Tutor (PT) (0.5),Tutor (PT) (0.5),turkey-hill,THES,0.5,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,THES - Student Custodian  (summer) (0.1),Student Custodian (summer) (0.1),turkey-hill,THES,0.1,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LMS - Paraprofessional,Paraprofessional,middle,LMS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LMS - Student Custodian  (summer) (0.1),Student Custodian (summer) (0.1),middle,LMS,0.1,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LMHS - World Language Teacher,World Language Teacher,mid-high,LMHS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LMHS - Assistant Principal (added to Town Manager’s Budget 3/5/25),Assistant Principal (added to Town Manager’s Budget 3/5/25),mid-high,LMHS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LMHS - Secretary,Secretary,mid-high,LMHS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LMHS - Athletic Secretary (0.5),Athletic Secretary (0.5),mid-high,LMHS,0.5,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LHS - Athletics Assistant Coach,Athletics Assistant Coach,high,LHS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LHS - Math Teacher,Math Teacher,high,LHS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LHS - Science Teacher,Science Teacher,high,LHS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LHS - Physical Education Teacher,Physical Education Teacher,high,LHS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LHS - Special Education Teacher - Bridge Program,Special Education Teacher - Bridge Program,high,LHS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LHS - Music Teacher (reduce 0.4),Music Teacher (reduce 0.4),high,LHS,0.4,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LHS - Paraprofessional,Paraprofessional,high,LHS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LHS - Paraprofessional,Paraprofessional,high,LHS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LHS - Paraprofessional,Paraprofessional,high,LHS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,LHS - Paraprofessional,Paraprofessional,high,LHS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,ACE - Paraprofessional,Paraprofessional,ace,ACE,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,ACE - Paraprofessional,Paraprofessional,ace,ACE,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,District - BCBA,BCBA,district,District,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,District - Maintenance,Maintenance,district,District,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,District - Custodian (PT)(0.5),Custodian (PT)(0.5),district,District,0.5,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,District - Student Custodian (summer) (0.1),Student Custodian (summer) (0.1),district,District,0.1,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,District - IT tech assistant (reduce 0.5),IT tech assistant (reduce 0.5),district,District,0.5,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,District - MTSS Instructional Specialist/Coach,MTSS Instructional Specialist/Coach,district,District,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,District - Restructure Director of Finance & Administration,Restructure Director of Finance & Administration,district,District,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario D: Balanced Budget — Reductions,reduction,the Balanced scenario,"$205,019 2.0 Classroom FTE at Primary",2.0 Classroom FTE at Primary,primary,primary,2,205019.00,,6,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario D: Balanced Budget — Reductions,reduction,the Balanced scenario,"$171,811 2.0 Classroom FTE at THES",2.0 Classroom FTE at THES,turkey-hill,thes,2,171811.00,,6,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario D: Balanced Budget — Reductions,reduction,the Balanced scenario,"$152,829 1.0 FTE Assistant Principal through attrition",1.0 FTE Assistant Principal through attrition,not stated,,1,152829.00,,6,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario D: Balanced Budget — Reductions,reduction,the Balanced scenario,"$74,147 1.0 Certified Occupational Therapy Assistant through attrition",1.0 Certified Occupational Therapy Assistant through attrition,not stated,,1,74147.00,,6,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario D: Balanced Budget — Reductions,reduction,the Balanced scenario,$  .2 Music teacher at Turkey Hill,$ .2 Music teacher at Turkey Hill,turkey-hill,turkey hill,0.2,,,6,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario D: Balanced Budget — Reductions,reduction,the Balanced scenario,"$135,930 1.0 Interventionist at Primary",1.0 Interventionist at Primary,primary,primary,1,135930.00,,6,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario D: Balanced Budget — Reductions,reduction,the Balanced scenario,"$53,674 .5 Interventionist at Turkey Hill",.5 Interventionist at Turkey Hill,turkey-hill,turkey hill,0.5,53674.00,,6,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario D: Balanced Budget — Reductions,reduction,the Balanced scenario,"$48,630 1.0 Custodian through attrition",1.0 Custodian through attrition,not stated,,1,48630.00,,6,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario C: Core Budget — Staffing Losses,reduction,the Core scenario,"$161,064   1.0 Interventionist at Lunenburg High School",1.0 Interventionist at Lunenburg High School,high,lunenburg high school,1,161064.00,,4,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario C: Core Budget — Staffing Losses,reduction,the Core scenario,"$ xxx,xxx  .2 Music teacher at THES","$ xxx,xxx .2 Music teacher at THES",turkey-hill,thes,,,,4,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario C: Core Budget — Staffing Additions,restoration,the Core scenario,"$57,111  1.0 Paraprofessional K",1.0 Paraprofessional K,not stated,,1,57111.00,,4,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario C: Core Budget — Staffing Additions,restoration,the Core scenario,"$107,347 1.0 Interventionist at THES",1.0 Interventionist at THES,turkey-hill,thes,1,107347.00,,4,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario C: Core Budget — Staffing Additions,restoration,the Core scenario,"$107,347 1.0 Bridge Program Teacher LHS",1.0 Bridge Program Teacher LHS,high,lhs,1,107347.00,,4,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario C: Core Budget — Staffing Additions,restoration,the Core scenario,"$57,111 1.0 Bridge Paraprofessional LHS",1.0 Bridge Paraprofessional LHS,high,lhs,1,57111.00,,4,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario C: Core Budget — Staffing Additions,restoration,the Core scenario,"$28,976 .4 Music Teacher LHS",.4 Music Teacher LHS,high,lhs,0.4,28976.00,,4,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario C: Core Budget — Staffing Additions,restoration,the Core scenario,"$107,347 1.0 World Language Teacher LHS",1.0 World Language Teacher LHS,high,lhs,1,107347.00,,4,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario C: Core Budget — Staffing Additions,restoration,the Core scenario,"$107,347 1.0 English Language Learning Teacher",1.0 English Language Learning Teacher,not stated,,1,107347.00,,4,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario C: Core Budget — Staffing Additions,restoration,the Core scenario,"$10,000 1.0 Assistant Business Manager",1.0 Assistant Business Manager,not stated,,1,10000.00,,4,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario C: Core Budget — Staffing Additions,restoration,the Core scenario,"$31,000 .5 State Reporting Secretary",.5 State Reporting Secretary,not stated,,0.5,31000.00,,4,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario B: Restoration Budget — Staffing,restoration,the Restoration scenario,"$57,111  1.0 Paraprofessional K",1.0 Paraprofessional K,not stated,,1,57111.00,,2,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario B: Restoration Budget — Staffing,restoration,the Restoration scenario,"$107,347 1.0 Interventionist at THES",1.0 Interventionist at THES,turkey-hill,thes,1,107347.00,,2,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario B: Restoration Budget — Staffing,restoration,the Restoration scenario,"$107,347 1.0 Bridge Program Teacher LHS",1.0 Bridge Program Teacher LHS,high,lhs,1,107347.00,,2,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario B: Restoration Budget — Staffing,restoration,the Restoration scenario,"$57,111 1.0 Bridge Paraprofessional LHS",1.0 Bridge Paraprofessional LHS,high,lhs,1,57111.00,,3,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario B: Restoration Budget — Staffing,restoration,the Restoration scenario,"$28,976 .4 Music Teacher LHS",.4 Music Teacher LHS,high,lhs,0.4,28976.00,,3,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
2027,2026-03-13,"Budget Addendum: Multi-Scenario Financial Analysis, prepared 13 March 2026","four scenarios, one of them the no-override budget",Scenario B: Restoration Budget — Staffing,restoration,the Restoration scenario,"$107,347 1.0 World Language Teacher LHS",1.0 World Language Teacher LHS,high,lhs,1,107347.00,,3,district-budget/text/budget-addendum-multi-scenario-financial-analysis.txt,district-budget/docs/budget-addendum-multi-scenario-financial-analysis.pdf,af173c9db1068f85b027fc658eaa09ea1e8c4de4aef75403d8f5787bbfc98e0b,stated
